MESE,ANNO,TIPO_SOGGETTO,TIPOLOGIA_CERTIFICATO,BOLLO,ESENTI_DA_BOLLO,TOTALE
9,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,1014,9867,10881
9,2024,Residenti,STATO LIBERO,2629,6041,8670
9,2024,Residenti,UNIONE CIVILE ,20,93,113
10,2024,AIRE,CITTADINANZA,18,104,122
10,2024,AIRE,CONTESTUALE,146,660,806
10,2024,AIRE,ESISTENZA IN VITA,0,2,2
10,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,0,1,1
10,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,0,6,6
10,2024,AIRE,MATRIMONIO,41,225,266
10,2024,AIRE,NASCITA,206,466,672
10,2024,AIRE,RESIDENZA,220,1278,1498
10,2024,AIRE,STATO CIVILE,8,9,17
10,2024,AIRE,STATO FAMIGLIA,40,337,377
10,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,5,5
10,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,2,2
10,2024,AIRE,STATO LIBERO,2,5,7
10,2024,AIRE,UNIONE CIVILE ,0,1,1
10,2024,Residenti,CITTADINANZA,169,3619,3788
10,2024,Residenti,CONTESTUALE,15394,190932,206326
10,2024,Residenti,CONTRATTO CONVIVENZA,0,23,23
10,2024,Residenti,ESISTENZA IN VITA,256,4050,4306
10,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,54,264,318
10,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,16,657,673
10,2024,Residenti,MATRIMONIO,2284,23426,25710
10,2024,Residenti,NASCITA,1824,22446,24270
10,2024,Residenti,RESIDENZA,7440,335730,343170
10,2024,Residenti,RESIDENZA IN CONVIVENZA,5,229,234
10,2024,Residenti,STATO CIVILE,2857,21578,24435
10,2024,Residenti,STATO FAMIGLIA,8324,105176,113500
10,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1055,11969,13024
10,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,1288,10688,11976
10,2024,Residenti,STATO LIBERO,3101,6744,9845
10,2024,Residenti,UNIONE CIVILE ,21,110,131
11,2024,AIRE,CITTADINANZA,28,102,130
11,2024,AIRE,CONTESTUALE,155,616,771
11,2024,AIRE,ESISTENZA IN VITA,0,2,2
11,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,0,8,8
11,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,0,3,3
11,2024,AIRE,MATRIMONIO,54,213,267
11,2024,AIRE,NASCITA,207,460,667
11,2024,AIRE,RESIDENZA,157,1155,1312
11,2024,AIRE,STATO CIVILE,4,5,9
11,2024,AIRE,STATO FAMIGLIA,53,304,357
11,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,5,5
11,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,3,5,8
11,2024,AIRE,STATO LIBERO,0,8,8
11,2024,AIRE,UNIONE CIVILE ,1,2,3
11,2024,Residenti,CITTADINANZA,107,3167,3274
11,2024,Residenti,CONTESTUALE,12789,144232,157021
11,2024,Residenti,CONTRATTO CONVIVENZA,2,19,21
11,2024,Residenti,ESISTENZA IN VITA,188,3337,3525
11,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,118,225,343
11,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,15,259,274
11,2024,Residenti,MATRIMONIO,1633,19654,21287
11,2024,Residenti,NASCITA,1606,18969,20575
11,2024,Residenti,RESIDENZA,6220,300871,307091
11,2024,Residenti,RESIDENZA IN CONVIVENZA,5,221,226
11,2024,Residenti,STATO CIVILE,2778,19039,21817
11,2024,Residenti,STATO FAMIGLIA,6529,89353,95882
11,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,828,11134,11962
11,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,1005,9345,10350
11,2024,Residenti,STATO LIBERO,3014,6508,9522
11,2024,Residenti,UNIONE CIVILE ,19,85,104
12,2024,AIRE,CITTADINANZA,16,126,142
12,2024,AIRE,CONTESTUALE,110,570,680
12,2024,AIRE,ESISTENZA IN VITA,0,2,2
12,2024,AIRE,GODIMENTO DEI DIRITTI POLITICI,2,5,7
12,2024,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,0,7,7
12,2024,AIRE,MATRIMONIO,39,197,236
12,2024,AIRE,NASCITA,177,373,550
12,2024,AIRE,RESIDENZA,165,1177,1342
12,2024,AIRE,STATO CIVILE,5,11,16
12,2024,AIRE,STATO FAMIGLIA,48,302,350
12,2024,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,2,2
12,2024,AIRE,STATO FAMIGLIA E STATO CIVILE,0,2,2
12,2024,AIRE,STATO LIBERO,1,0,1
12,2024,AIRE,UNIONE CIVILE ,1,0,1
12,2024,Residenti,CITTADINANZA,99,2877,2976
12,2024,Residenti,CONTESTUALE,9691,108701,118392
12,2024,Residenti,CONTRATTO CONVIVENZA,4,17,21
12,2024,Residenti,ESISTENZA IN VITA,168,2956,3124
12,2024,Residenti,GODIMENTO DEI DIRITTI POLITICI,67,180,247
12,2024,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,11,167,178
12,2024,Residenti,MATRIMONIO,1265,15341,16606
12,2024,Residenti,NASCITA,1503,15792,17295
12,2024,Residenti,RESIDENZA,5269,241621,246890
12,2024,Residenti,RESIDENZA IN CONVIVENZA,2,146,148
12,2024,Residenti,STATO CIVILE,2063,14481,16544
12,2024,Residenti,STATO FAMIGLIA,5618,69310,74928
12,2024,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,829,8691,9520
12,2024,Residenti,STATO FAMIGLIA E STATO CIVILE,846,7283,8129
12,2024,Residenti,STATO LIBERO,2202,4509,6711
12,2024,Residenti,UNIONE CIVILE ,9,71,80
1,2025,AIRE,CITTADINANZA,28,137,165
1,2025,AIRE,CONTESTUALE,173,668,841
1,2025,AIRE,ESISTENZA IN VITA,1,3,4
1,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,0,6,6
1,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,2,9,11
1,2025,AIRE,MATRIMONIO,39,230,269
1,2025,AIRE,NASCITA,269,496,765
1,2025,AIRE,RESIDENZA,163,1301,1464
1,2025,AIRE,STATO CIVILE,5,15,20
1,2025,AIRE,STATO FAMIGLIA,61,351,412
1,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,3,4
1,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,6,8,14
1,2025,AIRE,STATO LIBERO,4,4,8
1,2025,AIRE,UNIONE CIVILE ,2,5,7
1,2025,Residenti,CITTADINANZA,161,3439,3600
1,2025,Residenti,CONTESTUALE,16358,159040,175398
1,2025,Residenti,CONTRATTO CONVIVENZA,7,33,40
1,2025,Residenti,ESISTENZA IN VITA,263,4479,4742
1,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,83,390,473
1,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,11,295,306
1,2025,Residenti,MATRIMONIO,1810,20352,22162
1,2025,Residenti,NASCITA,2292,21444,23736
1,2025,Residenti,RESIDENZA,8083,322808,330891
1,2025,Residenti,RESIDENZA IN CONVIVENZA,7,335,342
1,2025,Residenti,STATO CIVILE,3206,20793,23999
1,2025,Residenti,STATO FAMIGLIA,9173,125855,135028
1,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1148,15637,16785
1,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1396,13411,14807
1,2025,Residenti,STATO LIBERO,3201,6389,9590
1,2025,Residenti,UNIONE CIVILE ,10,82,92
2,2025,AIRE,CITTADINANZA,17,118,135
2,2025,AIRE,CONTESTUALE,156,616,772
2,2025,AIRE,ESISTENZA IN VITA,0,3,3
2,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,2,2,4
2,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,2,6,8
2,2025,AIRE,MATRIMONIO,43,189,232
2,2025,AIRE,NASCITA,301,435,736
2,2025,AIRE,RESIDENZA,191,1180,1371
2,2025,AIRE,STATO CIVILE,4,10,14
2,2025,AIRE,STATO FAMIGLIA,53,313,366
2,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,2,3,5
2,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,0,2,2
2,2025,AIRE,STATO LIBERO,4,1,5
2,2025,AIRE,UNIONE CIVILE ,2,1,3
2,2025,Residenti,CITTADINANZA,132,2936,3068
2,2025,Residenti,CONTESTUALE,16700,144869,161569
2,2025,Residenti,CONTRATTO CONVIVENZA,3,28,31
2,2025,Residenti,ESISTENZA IN VITA,219,3525,3744
2,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,89,258,347
2,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,23,613,636
2,2025,Residenti,MATRIMONIO,1686,18115,19801
2,2025,Residenti,NASCITA,2160,18030,20190
2,2025,Residenti,RESIDENZA,7580,304513,312093
2,2025,Residenti,RESIDENZA IN CONVIVENZA,7,238,245
2,2025,Residenti,STATO CIVILE,2937,17155,20092
2,2025,Residenti,STATO FAMIGLIA,8793,88268,97061
2,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,946,10295,11241
2,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1170,8736,9906
2,2025,Residenti,STATO LIBERO,2968,5070,8038
2,2025,Residenti,UNIONE CIVILE ,16,68,84
3,2025,AIRE,CITTADINANZA,24,112,136
3,2025,AIRE,CONTESTUALE,210,627,837
3,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,2,7,9
3,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,0,14,14
3,2025,AIRE,MATRIMONIO,53,246,299
3,2025,AIRE,NASCITA,396,479,875
3,2025,AIRE,RESIDENZA,232,1116,1348
3,2025,AIRE,STATO CIVILE,5,11,16
3,2025,AIRE,STATO FAMIGLIA,55,358,413
3,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,2,7,9
3,2025,AIRE,STATO LIBERO,4,3,7
3,2025,AIRE,UNIONE CIVILE ,0,3,3
3,2025,Residenti,CITTADINANZA,161,2932,3093
3,2025,Residenti,CONTESTUALE,18946,154018,172964
3,2025,Residenti,CONTRATTO CONVIVENZA,5,19,24
3,2025,Residenti,ESISTENZA IN VITA,254,3139,3393
3,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,95,294,389
3,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,50,1196,1246
3,2025,Residenti,MATRIMONIO,1957,18166,20123
3,2025,Residenti,NASCITA,2451,17891,20342
3,2025,Residenti,RESIDENZA,8834,324066,332900
3,2025,Residenti,RESIDENZA IN CONVIVENZA,3,233,236
3,2025,Residenti,STATO CIVILE,3732,17334,21066
3,2025,Residenti,STATO FAMIGLIA,9547,83565,93112
3,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,936,9116,10052
3,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1184,7900,9084
3,2025,Residenti,STATO LIBERO,3579,5429,9008
3,2025,Residenti,UNIONE CIVILE ,13,73,86
4,2025,AIRE,CITTADINANZA,35,144,179
4,2025,AIRE,CONTESTUALE,163,695,858
4,2025,AIRE,ESISTENZA IN VITA,0,1,1
4,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,3,6,9
4,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,3,20,23
4,2025,AIRE,MATRIMONIO,53,212,265
4,2025,AIRE,NASCITA,344,421,765
4,2025,AIRE,RESIDENZA,248,1045,1293
4,2025,AIRE,STATO CIVILE,4,9,13
4,2025,AIRE,STATO FAMIGLIA,52,357,409
4,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,5,6
4,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,0,3,3
4,2025,AIRE,STATO LIBERO,2,2,4
4,2025,AIRE,UNIONE CIVILE ,0,2,2
4,2025,Residenti,CITTADINANZA,151,2702,2853
4,2025,Residenti,CONTESTUALE,16345,135907,152252
4,2025,Residenti,CONTRATTO CONVIVENZA,2,20,22
4,2025,Residenti,ESISTENZA IN VITA,214,2700,2914
4,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,87,514,601
4,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,93,2053,2146
4,2025,Residenti,MATRIMONIO,1847,16264,18111
4,2025,Residenti,NASCITA,2452,16905,19357
4,2025,Residenti,RESIDENZA,7986,288942,296928
4,2025,Residenti,RESIDENZA IN CONVIVENZA,2,193,195
4,2025,Residenti,STATO CIVILE,3335,15331,18666
4,2025,Residenti,STATO FAMIGLIA,8757,73251,82008
4,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,817,8104,8921
4,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1026,6867,7893
4,2025,Residenti,STATO LIBERO,3358,4624,7982
4,2025,Residenti,UNIONE CIVILE ,12,84,96
5,2025,AIRE,CITTADINANZA,27,153,180
5,2025,AIRE,CONTESTUALE,185,640,825
5,2025,AIRE,ESISTENZA IN VITA,0,6,6
5,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,1,10,11
5,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,33,34
5,2025,AIRE,MATRIMONIO,47,228,275
5,2025,AIRE,NASCITA,442,472,914
5,2025,AIRE,RESIDENZA,236,1171,1407
5,2025,AIRE,STATO CIVILE,6,7,13
5,2025,AIRE,STATO FAMIGLIA,73,375,448
5,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,3,4
5,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,0,6,6
5,2025,AIRE,STATO LIBERO,2,4,6
5,2025,AIRE,UNIONE CIVILE ,1,1,2
5,2025,Residenti,CITTADINANZA,129,2887,3016
5,2025,Residenti,CONTESTUALE,17625,148578,166203
5,2025,Residenti,CONTRATTO CONVIVENZA,7,24,31
5,2025,Residenti,ESISTENZA IN VITA,222,3099,3321
5,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,144,1193,1337
5,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,67,1943,2010
5,2025,Residenti,MATRIMONIO,2120,18132,20252
5,2025,Residenti,NASCITA,2657,18484,21141
5,2025,Residenti,RESIDENZA,8886,318563,327449
5,2025,Residenti,RESIDENZA IN CONVIVENZA,6,209,215
5,2025,Residenti,STATO CIVILE,4031,17695,21726
5,2025,Residenti,STATO FAMIGLIA,9415,79011,88426
5,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,943,9067,10010
5,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1088,7554,8642
5,2025,Residenti,STATO LIBERO,3820,5205,9025
5,2025,Residenti,UNIONE CIVILE ,15,83,98
6,2025,AIRE,CITTADINANZA,33,159,192
6,2025,AIRE,CONTESTUALE,139,599,738
6,2025,AIRE,ESISTENZA IN VITA,1,2,3
6,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,2,8,10
6,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,17,18
6,2025,AIRE,MATRIMONIO,58,207,265
6,2025,AIRE,NASCITA,301,495,796
6,2025,AIRE,RESIDENZA,239,1143,1382
6,2025,AIRE,STATO CIVILE,6,15,21
6,2025,AIRE,STATO FAMIGLIA,42,398,440
6,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,4,4
6,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,1,5,6
6,2025,AIRE,STATO LIBERO,4,4,8
6,2025,AIRE,UNIONE CIVILE ,1,4,5
6,2025,Residenti,CITTADINANZA,139,2642,2781
6,2025,Residenti,CONTESTUALE,15749,142320,158069
6,2025,Residenti,CONTRATTO CONVIVENZA,5,29,34
6,2025,Residenti,ESISTENZA IN VITA,249,3059,3308
6,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,139,1598,1737
6,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,59,2430,2489
6,2025,Residenti,MATRIMONIO,2319,16836,19155
6,2025,Residenti,NASCITA,2729,16449,19178
6,2025,Residenti,RESIDENZA,8229,298445,306674
6,2025,Residenti,RESIDENZA IN CONVIVENZA,4,182,186
6,2025,Residenti,STATO CIVILE,3697,16248,19945
6,2025,Residenti,STATO FAMIGLIA,8875,73429,82304
6,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,858,7870,8728
6,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1093,6643,7736
6,2025,Residenti,STATO LIBERO,3434,4737,8171
6,2025,Residenti,UNIONE CIVILE ,26,82,108
7,2025,AIRE,CITTADINANZA,53,253,306
7,2025,AIRE,CONTESTUALE,173,692,865
7,2025,AIRE,ESISTENZA IN VITA,0,9,9
7,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,1,7,8
7,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,2,14,16
7,2025,AIRE,MATRIMONIO,37,216,253
7,2025,AIRE,NASCITA,332,532,864
7,2025,AIRE,RESIDENZA,250,1276,1526
7,2025,AIRE,STATO CIVILE,5,6,11
7,2025,AIRE,STATO FAMIGLIA,51,404,455
7,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,0,1
7,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,1,0,1
7,2025,AIRE,STATO LIBERO,1,2,3
7,2025,AIRE,UNIONE CIVILE ,1,3,4
7,2025,Residenti,CITTADINANZA,178,2916,3094
7,2025,Residenti,CONTESTUALE,15444,194523,209967
7,2025,Residenti,CONTRATTO CONVIVENZA,8,25,33
7,2025,Residenti,ESISTENZA IN VITA,247,3392,3639
7,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,88,244,332
7,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,22,356,378
7,2025,Residenti,MATRIMONIO,2451,18617,21068
7,2025,Residenti,NASCITA,2861,20325,23186
7,2025,Residenti,RESIDENZA,9107,334039,343146
7,2025,Residenti,RESIDENZA IN CONVIVENZA,10,203,213
7,2025,Residenti,STATO CIVILE,3728,17531,21259
7,2025,Residenti,STATO FAMIGLIA,9642,91797,101439
7,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1028,9585,10613
7,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1184,7525,8709
7,2025,Residenti,STATO LIBERO,3345,4716,8061
7,2025,Residenti,UNIONE CIVILE ,19,99,118
8,2025,AIRE,CITTADINANZA,56,160,216
8,2025,AIRE,CONTESTUALE,135,470,605
8,2025,AIRE,ESISTENZA IN VITA,0,5,5
8,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,3,0,3
8,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,2,14,16
8,2025,AIRE,MATRIMONIO,39,202,241
8,2025,AIRE,NASCITA,285,402,687
8,2025,AIRE,RESIDENZA,182,850,1032
8,2025,AIRE,STATO CIVILE,0,10,10
8,2025,AIRE,STATO FAMIGLIA,41,283,324
8,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,2,3
8,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,2,0,2
8,2025,AIRE,STATO LIBERO,1,2,3
8,2025,Residenti,CITTADINANZA,129,2017,2146
8,2025,Residenti,CONTESTUALE,8945,118644,127589
8,2025,Residenti,CONTRATTO CONVIVENZA,2,12,14
8,2025,Residenti,ESISTENZA IN VITA,156,1619,1775
8,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,89,207,296
8,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,36,678,714
8,2025,Residenti,MATRIMONIO,1316,8922,10238
8,2025,Residenti,NASCITA,2567,14529,17096
8,2025,Residenti,RESIDENZA,6169,146569,152738
8,2025,Residenti,RESIDENZA IN CONVIVENZA,2,126,128
8,2025,Residenti,STATO CIVILE,1420,8004,9424
8,2025,Residenti,STATO FAMIGLIA,6182,57655,63837
8,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,683,6763,7446
8,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,645,4754,5399
8,2025,Residenti,STATO LIBERO,1200,1861,3061
8,2025,Residenti,UNIONE CIVILE ,19,39,58
9,2025,AIRE,CITTADINANZA,79,198,277
9,2025,AIRE,CONTESTUALE,155,665,820
9,2025,AIRE,ESISTENZA IN VITA,0,5,5
9,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,0,5,5
9,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,12,13
9,2025,AIRE,MATRIMONIO,46,245,291
9,2025,AIRE,NASCITA,372,568,940
9,2025,AIRE,RESIDENZA,231,1252,1483
9,2025,AIRE,STATO CIVILE,6,8,14
9,2025,AIRE,STATO FAMIGLIA,56,405,461
9,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,9,10
9,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,1,1,2
9,2025,AIRE,STATO LIBERO,4,3,7
9,2025,AIRE,UNIONE CIVILE ,0,5,5
9,2025,Residenti,CITTADINANZA,172,2875,3047
9,2025,Residenti,CONTESTUALE,17676,265334,283010
9,2025,Residenti,CONTRATTO CONVIVENZA,5,25,30
9,2025,Residenti,ESISTENZA IN VITA,296,3587,3883
9,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,153,418,571
9,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,33,848,881
9,2025,Residenti,MATRIMONIO,2975,20399,23374
9,2025,Residenti,NASCITA,3508,23798,27306
9,2025,Residenti,RESIDENZA,10326,334800,345126
9,2025,Residenti,RESIDENZA IN CONVIVENZA,7,222,229
9,2025,Residenti,STATO CIVILE,4391,18825,23216
9,2025,Residenti,STATO FAMIGLIA,11224,110520,121744
9,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,1064,11139,12203
9,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1259,8411,9670
9,2025,Residenti,STATO LIBERO,3845,5462,9307
9,2025,Residenti,UNIONE CIVILE ,35,104,139
10,2025,AIRE,CITTADINANZA,59,205,264
10,2025,AIRE,CONTESTUALE,162,681,843
10,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,4,7,11
10,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,3,18,21
10,2025,AIRE,MATRIMONIO,51,258,309
10,2025,AIRE,NASCITA,377,529,906
10,2025,AIRE,RESIDENZA,247,1198,1445
10,2025,AIRE,STATO CIVILE,2,11,13
10,2025,AIRE,STATO FAMIGLIA,58,413,471
10,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,1,2,3
10,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,2,5,7
10,2025,AIRE,STATO LIBERO,3,8,11
10,2025,AIRE,UNIONE CIVILE ,2,6,8
10,2025,Residenti,CITTADINANZA,177,3124,3301
10,2025,Residenti,CONTESTUALE,17399,215044,232443
10,2025,Residenti,CONTRATTO CONVIVENZA,8,33,41
10,2025,Residenti,ESISTENZA IN VITA,304,3360,3664
10,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,90,490,580
10,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,57,1434,1491
10,2025,Residenti,MATRIMONIO,3022,22219,25241
10,2025,Residenti,NASCITA,3265,22607,25872
10,2025,Residenti,RESIDENZA,10501,360936,371437
10,2025,Residenti,RESIDENZA IN CONVIVENZA,3,239,242
10,2025,Residenti,STATO CIVILE,4230,19665,23895
10,2025,Residenti,STATO FAMIGLIA,10874,102034,112908
10,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,948,10660,11608
10,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1199,8481,9680
10,2025,Residenti,STATO LIBERO,3934,5717,9651
10,2025,Residenti,UNIONE CIVILE ,21,100,121
11,2025,AIRE,CITTADINANZA,37,154,191
11,2025,AIRE,CONTESTUALE,149,643,792
11,2025,AIRE,ESISTENZA IN VITA,0,3,3
11,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,5,11,16
11,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,11,12
11,2025,AIRE,MATRIMONIO,36,227,263
11,2025,AIRE,NASCITA,307,485,792
11,2025,AIRE,RESIDENZA,225,1191,1416
11,2025,AIRE,STATO CIVILE,2,12,14
11,2025,AIRE,STATO FAMIGLIA,73,343,416
11,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,2,3,5
11,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,0,1,1
11,2025,AIRE,STATO LIBERO,1,0,1
11,2025,AIRE,UNIONE CIVILE ,0,1,1
11,2025,Residenti,CITTADINANZA,161,2720,2881
11,2025,Residenti,CONTESTUALE,15560,167672,183232
11,2025,Residenti,CONTRATTO CONVIVENZA,11,26,37
11,2025,Residenti,ESISTENZA IN VITA,256,3078,3334
11,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,102,672,774
11,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,30,998,1028
11,2025,Residenti,MATRIMONIO,2386,19473,21859
11,2025,Residenti,NASCITA,2840,19388,22228
11,2025,Residenti,RESIDENZA,9817,324496,334313
11,2025,Residenti,RESIDENZA IN CONVIVENZA,3,222,225
11,2025,Residenti,STATO CIVILE,4106,18414,22520
11,2025,Residenti,STATO FAMIGLIA,9599,90300,99899
11,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,971,10451,11422
11,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,1189,7561,8750
11,2025,Residenti,STATO LIBERO,3807,5187,8994
11,2025,Residenti,UNIONE CIVILE ,24,96,120
12,2025,AIRE,CITTADINANZA,45,169,214
12,2025,AIRE,CONTESTUALE,134,568,702
12,2025,AIRE,CONTRATTO CONVIVENZA,1,0,1
12,2025,AIRE,ESISTENZA IN VITA,0,3,3
12,2025,AIRE,GODIMENTO DEI DIRITTI POLITICI,2,7,9
12,2025,AIRE,ISCRIZIONE NELLE LISTE ELETTORALI,1,19,20
12,2025,AIRE,MATRIMONIO,36,158,194
12,2025,AIRE,NASCITA,277,432,709
12,2025,AIRE,RESIDENZA,226,1049,1275
12,2025,AIRE,STATO CIVILE,1,7,8
12,2025,AIRE,STATO FAMIGLIA,48,318,366
12,2025,AIRE,STATO FAMIGLIA CON RAPPORTI PARENTELA,0,5,5
12,2025,AIRE,STATO FAMIGLIA E STATO CIVILE,0,1,1
12,2025,AIRE,STATO LIBERO,2,1,3
12,2025,AIRE,UNIONE CIVILE ,0,3,3
12,2025,Residenti,CITTADINANZA,134,2212,2346
12,2025,Residenti,CONTESTUALE,11527,124842,136369
12,2025,Residenti,CONTRATTO CONVIVENZA,5,16,21
12,2025,Residenti,ESISTENZA IN VITA,239,2726,2965
12,2025,Residenti,GODIMENTO DEI DIRITTI POLITICI,89,190,279
12,2025,Residenti,ISCRIZIONE NELLE LISTE ELETTORALI,12,339,351
12,2025,Residenti,MATRIMONIO,1849,14902,16751
12,2025,Residenti,NASCITA,2593,16117,18710
12,2025,Residenti,RESIDENZA,7974,260899,268873
12,2025,Residenti,RESIDENZA IN CONVIVENZA,6,184,190
12,2025,Residenti,STATO CIVILE,2854,13539,16393
12,2025,Residenti,STATO FAMIGLIA,7775,69404,77179
12,2025,Residenti,STATO FAMIGLIA CON RAPPORTI PARENTELA,865,7954,8819
12,2025,Residenti,STATO FAMIGLIA E STATO CIVILE,897,6027,6924
12,2025,Residenti,STATO LIBERO,2629,3854,6483
