MESE,ANNO,TIPO_SOGGETTO,TIPOLOGIA_DI_RETTIFICA,STATO_DI_LAVORAZIONE,TOTALE
8,2023,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,2
8,2023,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,3
8,2023,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,1
8,2023,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,2
8,2023,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,3
8,2023,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,1
8,2023,AIRE,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,2
8,2023,AIRE,GENERALITÀ: COGNOME,IN LAVORAZIONE,1
8,2023,AIRE,GENERALITÀ: LUOGONASCITA,ACCOLTA,2
8,2023,AIRE,GENERALITÀ: NOME,ACCOLTA,1
8,2023,AIRE,LEGAME PARENTELA,ACCOLTA,2
8,2023,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,2
8,2023,AIRE,LEGAME PARENTELA,IRRICEVIBILE,3
8,2023,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,12
8,2023,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,4
8,2023,AIRE,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,4
8,2023,AIRE,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,3
8,2023,AIRE,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,2
8,2023,AIRE,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,3
8,2023,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,15
8,2023,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,10
8,2023,AIRE,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,4
8,2023,AIRE,MATRIMONIO: DATAEVENTO,ACCOLTA,1
8,2023,AIRE,MATRIMONIO: DATAEVENTO,IRRICEVIBILE,2
8,2023,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,16
8,2023,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,10
8,2023,AIRE,MATRIMONIO: DATANASCITA,IRRICEVIBILE,4
8,2023,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,5
8,2023,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,8
8,2023,AIRE,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,4
8,2023,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,17
8,2023,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,10
8,2023,AIRE,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,6
8,2023,AIRE,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IRRICEVIBILE,1
8,2023,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,13
8,2023,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,11
8,2023,AIRE,RESIDENZA: CAPESTERO,IRRICEVIBILE,9
8,2023,AIRE,RESIDENZA: CIVICOESTERO,ACCOLTA,4
8,2023,AIRE,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,2
8,2023,AIRE,RESIDENZA: CIVICOESTERO,IRRICEVIBILE,4
8,2023,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,1
8,2023,AIRE,RESIDENZA: CONSOLATO,IN LAVORAZIONE,3
8,2023,AIRE,RESIDENZA: CONSOLATO,IRRICEVIBILE,5
8,2023,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,22
8,2023,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,19
8,2023,AIRE,RESIDENZA: INDIRIZZOESTERO,IRRICEVIBILE,13
8,2023,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,5
8,2023,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,10
8,2023,AIRE,RESIDENZA: LOCALITAESTERA,IRRICEVIBILE,7
8,2023,AIRE,RESIDENZA: LOCALITAESTERA,RESPINTA,1
8,2023,AIRE,RESIDENZA: PROVINCIACONTEA,ACCOLTA,1
8,2023,AIRE,RESIDENZA: STATOESTERO,IN LAVORAZIONE,1
8,2023,AIRE,RESIDENZA: STATOESTERO,IRRICEVIBILE,3
8,2023,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,32
8,2023,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,21
8,2023,AIRE,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,12
8,2023,AIRE,UNIONE CIVILE: CODICEFISCALE,ACCOLTA,1
8,2023,AIRE,UNIONE CIVILE: DATAEVENTO,ACCOLTA,1
8,2023,AIRE,UNIONE CIVILE: DATANASCITA,ACCOLTA,1
8,2023,AIRE,UNIONE CIVILE: LUOGONASCITA,ACCOLTA,1
8,2023,Residenti,ATTO DI NASCITA: ANNO,IRRICEVIBILE,1
8,2023,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IRRICEVIBILE,1
8,2023,Residenti,ATTO DI NASCITA: SERIE,IN LAVORAZIONE,1
8,2023,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,11
8,2023,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,11
8,2023,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,3
8,2023,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,11
8,2023,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,7
8,2023,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,2
8,2023,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,ACCOLTA,1
8,2023,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,15
8,2023,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,14
8,2023,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,4
8,2023,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,20
8,2023,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,15
8,2023,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,5
8,2023,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,17
8,2023,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,14
8,2023,Residenti,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,3
8,2023,Residenti,CONVIVENZA DI FATTO: CODICEFISCALE,IRRICEVIBILE,1
8,2023,Residenti,CONVIVENZA DI FATTO: CONIUGECOGNOME,IRRICEVIBILE,1
8,2023,Residenti,CONVIVENZA DI FATTO: CONIUGENOME,IRRICEVIBILE,1
8,2023,Residenti,CONVIVENZA DI FATTO: DATAEVENTO,IRRICEVIBILE,2
8,2023,Residenti,CONVIVENZA DI FATTO: DATANASCITA,IRRICEVIBILE,1
8,2023,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,IN LAVORAZIONE,1
8,2023,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,IRRICEVIBILE,2
8,2023,Residenti,CONVIVENZA DI FATTO: LUOGONASCITA,IRRICEVIBILE,1
8,2023,Residenti,DIVORZIO: ANNO,IN LAVORAZIONE,2
8,2023,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
8,2023,Residenti,DIVORZIO: DATAFORMAZIONEATTO,IN LAVORAZIONE,1
8,2023,Residenti,DIVORZIO: DATASENTENZA,ACCOLTA,1
8,2023,Residenti,DIVORZIO: DATASENTENZA,IN LAVORAZIONE,2
8,2023,Residenti,DIVORZIO: DATASENTENZA,IRRICEVIBILE,1
8,2023,Residenti,DIVORZIO: NUMEROATTO,IN LAVORAZIONE,2
8,2023,Residenti,DIVORZIO: NUMEROSENTENZA,IN LAVORAZIONE,1
8,2023,Residenti,DIVORZIO: TIPOCESSAZIONE,IN LAVORAZIONE,1
8,2023,Residenti,DIVORZIO: TIPOCESSAZIONE,IRRICEVIBILE,1
8,2023,Residenti,DIVORZIO: TIPOTRIBUNALE,ACCOLTA,1
8,2023,Residenti,GENERALITÀ: CODICEFISCALE,ACCOLTA,3
8,2023,Residenti,GENERALITÀ: CODICEFISCALE,IN LAVORAZIONE,2
8,2023,Residenti,GENERALITÀ: CODICEFISCALE,IRRICEVIBILE,2
8,2023,Residenti,GENERALITÀ: CODICEFISCALE,RESPINTA,1
8,2023,Residenti,GENERALITÀ: COGNOME,ACCOLTA,7
8,2023,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,3
8,2023,Residenti,GENERALITÀ: COGNOME,IRRICEVIBILE,4
8,2023,Residenti,GENERALITÀ: COGNOME,RESPINTA,3
8,2023,Residenti,GENERALITÀ: DATANASCITA,IRRICEVIBILE,2
8,2023,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,10
8,2023,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,6
8,2023,Residenti,GENERALITÀ: LUOGONASCITA,IRRICEVIBILE,9
8,2023,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,1
8,2023,Residenti,GENERALITÀ: NOME,ACCOLTA,7
8,2023,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,1
8,2023,Residenti,GENERALITÀ: NOME,IRRICEVIBILE,9
8,2023,Residenti,GENERALITÀ: NOME,RESPINTA,1
8,2023,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,1
8,2023,Residenti,GENERALITÀ: SESSO,IRRICEVIBILE,3
8,2023,Residenti,LEGAME PARENTELA,ACCOLTA,161
8,2023,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,109
8,2023,Residenti,LEGAME PARENTELA,IRRICEVIBILE,117
8,2023,Residenti,LEGAME PARENTELA,RESPINTA,7
8,2023,Residenti,MATRIMONIO: CODICEFISCALE,ACCOLTA,43
8,2023,Residenti,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,26
8,2023,Residenti,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,13
8,2023,Residenti,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,18
8,2023,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,9
8,2023,Residenti,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,5
8,2023,Residenti,MATRIMONIO: CONIUGECOGNOME,RESPINTA,1
8,2023,Residenti,MATRIMONIO: CONIUGENOME,ACCOLTA,19
8,2023,Residenti,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,9
8,2023,Residenti,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,6
8,2023,Residenti,MATRIMONIO: CONIUGENOME,RESPINTA,1
8,2023,Residenti,MATRIMONIO: DATAEVENTO,ACCOLTA,16
8,2023,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,11
8,2023,Residenti,MATRIMONIO: DATAEVENTO,IRRICEVIBILE,4
8,2023,Residenti,MATRIMONIO: DATANASCITA,ACCOLTA,46
8,2023,Residenti,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,22
8,2023,Residenti,MATRIMONIO: DATANASCITA,IRRICEVIBILE,13
8,2023,Residenti,MATRIMONIO: LUOGOEVENTO,ACCOLTA,28
8,2023,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,15
8,2023,Residenti,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,6
8,2023,Residenti,MATRIMONIO: LUOGONASCITA,ACCOLTA,49
8,2023,Residenti,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,30
8,2023,Residenti,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,17
8,2023,Residenti,MATRIMONIO: LUOGONASCITA,RESPINTA,1
8,2023,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,ACCOLTA,17
8,2023,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IN LAVORAZIONE,5
8,2023,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IRRICEVIBILE,13
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,ACCOLTA,64
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IN LAVORAZIONE,24
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IRRICEVIBILE,41
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,RESPINTA,1
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,ACCOLTA,65
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IN LAVORAZIONE,20
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IRRICEVIBILE,44
8,2023,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,RESPINTA,2
8,2023,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,ACCOLTA,24
8,2023,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,12
8,2023,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IRRICEVIBILE,17
8,2023,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,ACCOLTA,62
8,2023,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,22
8,2023,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IRRICEVIBILE,41
8,2023,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,RESPINTA,1
8,2023,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,ACCOLTA,18
8,2023,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IN LAVORAZIONE,1
8,2023,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IRRICEVIBILE,17
8,2023,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,RESPINTA,1
8,2023,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,ACCOLTA,22
8,2023,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IN LAVORAZIONE,9
8,2023,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IRRICEVIBILE,20
8,2023,Residenti,RESIDENZA: CAP,ACCOLTA,35
8,2023,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,23
8,2023,Residenti,RESIDENZA: CAP,IRRICEVIBILE,50
8,2023,Residenti,RESIDENZA: CAP,RESPINTA,2
8,2023,Residenti,RESIDENZA: CAPESTERO,IN LAVORAZIONE,1
8,2023,Residenti,RESIDENZA: CIVICO,ACCOLTA,86
8,2023,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,62
8,2023,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,94
8,2023,Residenti,RESIDENZA: CIVICO,RESPINTA,2
8,2023,Residenti,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,1
8,2023,Residenti,RESIDENZA: COMUNE,ACCOLTA,16
8,2023,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,9
8,2023,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,32
8,2023,Residenti,RESIDENZA: COMUNE,RESPINTA,1
8,2023,Residenti,RESIDENZA: CONSOLATO,IN LAVORAZIONE,1
8,2023,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,70
8,2023,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,48
8,2023,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,74
8,2023,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,2
8,2023,Residenti,RESIDENZA: ESPINTERNO1,IN LAVORAZIONE,1
8,2023,Residenti,RESIDENZA: ESPONENTE1,ACCOLTA,4
8,2023,Residenti,RESIDENZA: ESPONENTE1,IN LAVORAZIONE,4
8,2023,Residenti,RESIDENZA: ESPONENTE1,IRRICEVIBILE,4
8,2023,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,4
8,2023,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,5
8,2023,Residenti,RESIDENZA: FRAZIONE,IRRICEVIBILE,2
8,2023,Residenti,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,1
8,2023,Residenti,RESIDENZA: INTERNO1,ACCOLTA,15
8,2023,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,14
8,2023,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,27
8,2023,Residenti,RESIDENZA: ISOLATO,IN LAVORAZIONE,3
8,2023,Residenti,RESIDENZA: LETTERA,ACCOLTA,1
8,2023,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,3
8,2023,Residenti,RESIDENZA: LETTERA,IRRICEVIBILE,5
8,2023,Residenti,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,1
8,2023,Residenti,RESIDENZA: METRICO,IN LAVORAZIONE,1
8,2023,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,11
8,2023,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,5
8,2023,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,17
8,2023,Residenti,RESIDENZA: SCALA,ACCOLTA,2
8,2023,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,7
8,2023,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,7
8,2023,Residenti,RESIDENZA: SCALAESTERNA,ACCOLTA,1
8,2023,Residenti,RESIDENZA: SCALAESTERNA,IRRICEVIBILE,1
8,2023,Residenti,RESIDENZA: SPECIE,ACCOLTA,26
8,2023,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,13
8,2023,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,26
8,2023,Residenti,RESIDENZA: SPECIE,RESPINTA,1
8,2023,Residenti,RESIDENZA: STATOESTERO,IN LAVORAZIONE,1
8,2023,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,IRRICEVIBILE,1
8,2023,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,ACCOLTA,1
8,2023,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,IRRICEVIBILE,3
8,2023,Residenti,SCIOGLIMENTO UNIONE: LUOGOEVENTO,ACCOLTA,1
8,2023,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,359
8,2023,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,257
8,2023,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,289
8,2023,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,21
8,2023,Residenti,UNIONE CIVILE: CONIUGECOGNOME,IN LAVORAZIONE,1
8,2023,Residenti,UNIONE CIVILE: CONIUGENOME,IN LAVORAZIONE,1
8,2023,Residenti,UNIONE CIVILE: LUOGOEVENTO,IN LAVORAZIONE,1
8,2023,Residenti,UNIONE CIVILE: LUOGONASCITA,IN LAVORAZIONE,1
9,2023,AIRE,ATTO DI NASCITA: ANNO,IN LAVORAZIONE,1
9,2023,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
9,2023,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,3
9,2023,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,2
9,2023,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,3
9,2023,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
9,2023,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,3
9,2023,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,2
9,2023,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,3
9,2023,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
9,2023,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,3
9,2023,AIRE,DIVORZIO: ANNO,ACCOLTA,2
9,2023,AIRE,DIVORZIO: COMUNEREGISTRAZIONE,ACCOLTA,2
9,2023,AIRE,DIVORZIO: NUMEROATTO,ACCOLTA,2
9,2023,AIRE,DIVORZIO: PARTE,ACCOLTA,2
9,2023,AIRE,DIVORZIO: SERIE,ACCOLTA,2
9,2023,AIRE,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,2
9,2023,AIRE,LEGAME PARENTELA,ACCOLTA,1
9,2023,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,5
9,2023,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,15
9,2023,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,6
9,2023,AIRE,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,4
9,2023,AIRE,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,5
9,2023,AIRE,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,3
9,2023,AIRE,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,1
9,2023,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,10
9,2023,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,11
9,2023,AIRE,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,1
9,2023,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,16
9,2023,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,13
9,2023,AIRE,MATRIMONIO: DATANASCITA,IRRICEVIBILE,3
9,2023,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,12
9,2023,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,5
9,2023,AIRE,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,3
9,2023,AIRE,MATRIMONIO: LUOGOEVENTO,RESPINTA,1
9,2023,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,21
9,2023,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,14
9,2023,AIRE,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,4
9,2023,AIRE,MATRIMONIO: LUOGONASCITA,RESPINTA,1
9,2023,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,11
9,2023,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,11
9,2023,AIRE,RESIDENZA: CAPESTERO,IRRICEVIBILE,9
9,2023,AIRE,RESIDENZA: CAPESTERO,RESPINTA,3
9,2023,AIRE,RESIDENZA: CIVICOESTERO,ACCOLTA,6
9,2023,AIRE,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,2
9,2023,AIRE,RESIDENZA: CIVICOESTERO,IRRICEVIBILE,3
9,2023,AIRE,RESIDENZA: CIVICOESTERO,RESPINTA,1
9,2023,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,5
9,2023,AIRE,RESIDENZA: CONSOLATO,IN LAVORAZIONE,4
9,2023,AIRE,RESIDENZA: CONSOLATO,IRRICEVIBILE,4
9,2023,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,23
9,2023,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,23
9,2023,AIRE,RESIDENZA: INDIRIZZOESTERO,IRRICEVIBILE,13
9,2023,AIRE,RESIDENZA: INDIRIZZOESTERO,RESPINTA,2
9,2023,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,11
9,2023,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,9
9,2023,AIRE,RESIDENZA: LOCALITAESTERA,IRRICEVIBILE,6
9,2023,AIRE,RESIDENZA: LOCALITAESTERA,RESPINTA,1
9,2023,AIRE,RESIDENZA: STATOESTERO,IN LAVORAZIONE,3
9,2023,AIRE,RESIDENZA: STATOESTERO,IRRICEVIBILE,4
9,2023,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,29
9,2023,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,15
9,2023,AIRE,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,13
9,2023,AIRE,STATO CIVILE: STATOCIVILE,RESPINTA,1
9,2023,AIRE,UNIONE CIVILE: CODICEFISCALE,ACCOLTA,1
9,2023,AIRE,UNIONE CIVILE: DATANASCITA,ACCOLTA,1
9,2023,AIRE,UNIONE CIVILE: LUOGOEVENTO,ACCOLTA,1
9,2023,AIRE,UNIONE CIVILE: LUOGONASCITA,ACCOLTA,1
9,2023,Residenti,ATTO DI NASCITA: ANNO,IN LAVORAZIONE,1
9,2023,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,3
9,2023,Residenti,ATTO DI NASCITA: SERIE,ACCOLTA,1
9,2023,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,10
9,2023,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,7
9,2023,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,RESPINTA,1
9,2023,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,11
9,2023,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,6
9,2023,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,1
9,2023,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,ACCOLTA,1
9,2023,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,IRRICEVIBILE,2
9,2023,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,13
9,2023,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,10
9,2023,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,2
9,2023,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,19
9,2023,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,15
9,2023,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,2
9,2023,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,16
9,2023,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,10
9,2023,Residenti,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,4
9,2023,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,IN LAVORAZIONE,2
9,2023,Residenti,DIVORZIO: ANNO,ACCOLTA,3
9,2023,Residenti,DIVORZIO: AUTORITA,ACCOLTA,1
9,2023,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,ACCOLTA,4
9,2023,Residenti,DIVORZIO: DATAFORMAZIONEATTO,ACCOLTA,3
9,2023,Residenti,DIVORZIO: DATASENTENZA,ACCOLTA,1
9,2023,Residenti,DIVORZIO: NUMEROATTO,ACCOLTA,2
9,2023,Residenti,DIVORZIO: NUMEROSENTENZA,ACCOLTA,3
9,2023,Residenti,DIVORZIO: PARTE,ACCOLTA,2
9,2023,Residenti,DIVORZIO: SERIE,ACCOLTA,2
9,2023,Residenti,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,2
9,2023,Residenti,DIVORZIO: TIPOCESSAZIONE,RESPINTA,1
